frame,entity,pos0,pos1,pos2,pos3,pos4,pos5,ik_tx,ik_ty,home_h,stored0,stored1,stored2,stored3,stored4,stored5,recomp0,recomp1,recomp2,recomp3,recomp4,recomp5,l2meas0,l2meas1,l2meas2,l2meas3,l2meas4,l2meas5,l2exp0,l2exp1,l2exp2,l2exp3,l2exp4,l2exp5
4860,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
4890,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
4920,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
4950,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
4980,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5010,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5040,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5070,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5100,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5130,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5160,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5190,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5220,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5250,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5280,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5310,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5340,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5370,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5400,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5430,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5460,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5490,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5520,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5550,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5580,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5610,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5640,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5670,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5700,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5730,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5760,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5790,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5820,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5850,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5880,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5910,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5940,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
5970,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6000,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6030,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6060,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6090,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6120,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6150,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6180,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6210,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6240,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6270,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6300,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6330,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6360,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6390,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6420,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6450,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6480,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6510,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6540,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6570,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6600,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6630,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6660,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6690,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6720,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6750,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6780,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6810,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6840,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6870,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6900,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6930,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6960,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
6990,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
7020,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
7050,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
7080,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
7110,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
7140,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
7170,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
7200,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
7230,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
7260,0,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.0000,0.0000,648.13,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000,723.9000
